epoch,acc,val_acc,loss,val_loss
1,0.7082635164260864,0.9619144797325134,1.0746400356292725,0.11410178989171982
2,0.9416308403015137,0.9841877222061157,0.19320665299892426,0.050989873707294464
3,0.9655687808990479,0.9870781302452087,0.11389555782079697,0.04478486627340317
4,0.9690300822257996,0.9963444471359253,0.10410933196544647,0.01366287749260664
5,0.9767178893089294,0.993028998374939,0.07531394064426422,0.024362614378333092
6,0.9803978800773621,0.9909036755561829,0.06571469455957413,0.03080923669040203
7,0.9796327352523804,0.9917538166046143,0.06752892583608627,0.02556082420051098
8,0.9831305146217346,0.9967695474624634,0.0558348074555397,0.010938622988760471
9,0.9838592410087585,0.9974496364593506,0.05268130078911781,0.007895013317465782
10,0.9845514893531799,0.9931139945983887,0.05191720277070999,0.023581931367516518
11,0.9847336411476135,0.9974496364593506,0.05220280587673187,0.008787421509623528
12,0.9869926571846008,0.9975346326828003,0.039171479642391205,0.008312048390507698
13,0.9874298572540283,0.9937940835952759,0.04191163554787636,0.021653227508068085
14,0.9886322021484375,0.9965994954109192,0.037418168038129807,0.010753875598311424
15,0.9895795583724976,0.9981297254562378,0.03481689468026161,0.007815241813659668
16,0.9904539585113525,0.99761962890625,0.032057203352451324,0.007154231891036034
17,0.9896888732910156,0.9985547661781311,0.03426378220319748,0.004893134348094463
18,0.9912555813789368,0.9972795844078064,0.02921673096716404,0.009476864710450172
19,0.9927858114242554,0.998299777507782,0.023184990510344505,0.006979305762797594
20,0.9898346066474915,0.9977896809577942,0.03327873349189758,0.0067567378282547
21,0.9926036596298218,0.99761962890625,0.023974090814590454,0.008100966922938824
22,0.9901260733604431,0.998299777507782,0.0343530997633934,0.006825647782534361
23,0.9927858114242554,0.9979597330093384,0.024254150688648224,0.006141482852399349
24,0.9927493929862976,0.9979597330093384,0.022463710978627205,0.006915817502886057
25,0.992457926273346,0.9989798665046692,0.026364779099822044,0.004102553706616163
26,0.9927858114242554,0.9982147216796875,0.02394634671509266,0.005053821951150894
27,0.9936238527297974,0.9971945881843567,0.019601402804255486,0.008526526391506195
28,0.9936602711677551,0.9969395399093628,0.02147815003991127,0.01162341982126236
29,0.992931604385376,0.9978746771812439,0.023184314370155334,0.008278897032141685
30,0.9939882159233093,0.998299777507782,0.019954180344939232,0.0051722745411098
31,0.9945347309112549,0.9982147216796875,0.01966293901205063,0.0046732728369534016
32,0.9936602711677551,0.9981297254562378,0.02045685611665249,0.006233444903045893
33,0.9946075677871704,0.9987248182296753,0.01776747964322567,0.0033058947883546352
