epoch,acc,val_acc,loss,val_loss
1,0.7867580056190491,0.9634991884231567,0.7678166031837463,0.12073549628257751
2,0.9379151463508606,0.9543637633323669,0.2051960974931717,0.14301933348178864
3,0.952177882194519,0.976427435874939,0.15759813785552979,0.07871852815151215
4,0.9612144231796265,0.9659461379051208,0.13086919486522675,0.12713754177093506
5,0.9662483334541321,0.98466557264328,0.11386711895465851,0.049314528703689575
6,0.969883918762207,0.9880505800247192,0.10031618177890778,0.04071880877017975
7,0.9733272790908813,0.9876835346221924,0.08851130306720734,0.0437646210193634
8,0.9754247069358826,0.991109311580658,0.0812535509467125,0.02873094007372856
9,0.9779416918754578,0.9888662099838257,0.07274318486452103,0.03659144043922424
10,0.9794448614120483,0.9903343915939331,0.06898096203804016,0.029607603326439857
11,0.9803537726402283,0.9899265766143799,0.06522258371114731,0.03242369741201401
12,0.9818569421768188,0.9931892156600952,0.05997927859425545,0.022888321429491043
13,0.9840942621231079,0.9906606674194336,0.05569591000676155,0.030815286561846733
14,0.9838145971298218,0.9919657707214355,0.05334320664405823,0.023888694122433662
15,0.9849332571029663,0.9949021339416504,0.05143416300415993,0.017214642837643623
16,0.9847584366798401,0.992781400680542,0.05181474611163139,0.024155210703611374
17,0.9851080179214478,0.9914763569831848,0.049750395119190216,0.02708141878247261
18,0.985929548740387,0.9924143552780151,0.047162674367427826,0.02549501694738865
19,0.9873977303504944,0.9940864443778992,0.040338970720767975,0.019036196172237396
20,0.9876773953437805,0.9942495822906494,0.039918288588523865,0.017853224650025368
21,0.9889708161354065,0.9938825368881226,0.03646543249487877,0.01924600638449192
22,0.9885863065719604,0.9944127202033997,0.03702091798186302,0.01886250637471676
23,0.9896350502967834,0.9940864443778992,0.03429889678955078,0.019699202850461006
24,0.989040732383728,0.994208812713623,0.03626157343387604,0.021212195977568626
25,0.9900545477867126,0.9947389960289001,0.03266620263457298,0.017995676025748253
26,0.990351676940918,0.9936378598213196,0.032069943845272064,0.021050913259387016
27,0.9900545477867126,0.9941272139549255,0.03289959952235222,0.0199343953281641
28,0.9899321794509888,0.994208812713623,0.030530836433172226,0.02062622457742691
29,0.9906138777732849,0.9957177639007568,0.03155767172574997,0.014438177458941936
30,0.9906837940216064,0.9953099489212036,0.0302920900285244,0.016658661887049675
31,0.9915926456451416,0.9955954551696777,0.026648515835404396,0.01548078190535307
32,0.9910857677459717,0.9956769943237305,0.02922978810966015,0.014944256283342838
33,0.9913305044174194,0.9948205351829529,0.02844039350748062,0.015791188925504684
34,0.9914878010749817,0.9956362247467041,0.027564384043216705,0.015875106677412987
35,0.9915751814842224,0.9950652718544006,0.027061566710472107,0.015555632300674915
36,0.9922394156455994,0.9963295459747314,0.02557617425918579,0.01255976315587759
37,0.9921519756317139,0.994208812713623,0.02541397511959076,0.017234385013580322
38,0.9926413893699646,0.9963703155517578,0.024788884446024895,0.011148808524012566
39,0.9922743439674377,0.994453489780426,0.024196911603212357,0.01869979500770569
40,0.9935852885246277,0.9962887167930603,0.022490642964839935,0.013924148865044117
41,0.9937251210212708,0.9928221702575684,0.019238365814089775,0.023272071033716202
42,0.9930084347724915,0.9951468110084534,0.02130988985300064,0.014607852324843407
43,0.9931133389472961,0.9966557621955872,0.02246427908539772,0.012867816723883152
44,0.9938299655914307,0.9951875805854797,0.021474653854966164,0.016820108518004417
45,0.9929560422897339,0.9962479472160339,0.021927889436483383,0.012052493169903755
46,0.9943193793296814,0.9952284097671509,0.01941790245473385,0.01604093424975872
47,0.9934978485107422,0.9964110851287842,0.020437510684132576,0.011543033644557
48,0.9929735064506531,0.9958809018135071,0.022206703200936317,0.014489353634417057
49,0.9944766759872437,0.9950652718544006,0.018009113147854805,0.015389728359878063
50,0.9942144751548767,0.9960440397262573,0.019599705934524536,0.012183036655187607
51,0.9938125014305115,0.9961664080619812,0.01921023800969124,0.01274422649294138
52,0.9948612451553345,0.9964518547058105,0.01591597869992256,0.012416843324899673
53,0.9938474297523499,0.9956362247467041,0.020184852182865143,0.016941267997026443
54,0.9944766759872437,0.9959625005722046,0.01776091195642948,0.014441926963627338
55,0.9952107667922974,0.9956769943237305,0.015597563236951828,0.014870679005980492
56,0.9940047264099121,0.9964110851287842,0.01890922337770462,0.012312495149672031
57,0.994913637638092,0.9965334534645081,0.016843236982822418,0.011291351169347763
58,0.9951933026313782,0.9951875805854797,0.016869476065039635,0.016710003837943077
59,0.995175838470459,0.996003270149231,0.015324094332754612,0.014748330228030682
60,0.9947388768196106,0.9965742230415344,0.016651106998324394,0.01170254684984684
61,0.9947913289070129,0.9963295459747314,0.016538292169570923,0.012766070663928986
62,0.9957177042961121,0.996003270149231,0.014051655307412148,0.013505793176591396
63,0.9951059222221375,0.9963295459747314,0.014965432696044445,0.014505184255540371
64,0.9954380393028259,0.9966557621955872,0.015499068424105644,0.011765658855438232
65,0.995175838470459,0.9964926838874817,0.01608252339065075,0.012284386903047562
66,0.9953681230545044,0.9972675442695618,0.014358525164425373,0.011369474232196808
67,0.9952282905578613,0.9969004988670349,0.015665963292121887,0.012178677134215832
68,0.9954729676246643,0.996778130531311,0.015084994956851006,0.013356092385947704
69,0.9956827163696289,0.9954323172569275,0.013810896314680576,0.017609620466828346
70,0.9950360059738159,0.9967373609542847,0.016669170930981636,0.011797119863331318
71,0.9960847496986389,0.9967373609542847,0.012429221533238888,0.011500893160700798
72,0.995822548866272,0.9971044063568115,0.012851458042860031,0.01042149867862463
73,0.9956477880477905,0.9965742230415344,0.014928395859897137,0.011878912337124348
74,0.9953505992889404,0.9957177639007568,0.014414124190807343,0.013009963557124138
75,0.9958750009536743,0.9964926838874817,0.013875377364456654,0.012958693318068981
76,0.9952982068061829,0.9966149926185608,0.014452062547206879,0.01267386693507433
77,0.9957526326179504,0.9945350885391235,0.012346170842647552,0.01871907338500023
78,0.9957177042961121,0.9969820380210876,0.013243423774838448,0.010975363664329052
79,0.9969936609268188,0.9966965913772583,0.00991907063871622,0.012724990956485271
80,0.9953855872154236,0.9970228672027588,0.013964318670332432,0.01253881398588419
81,0.995962381362915,0.9969820380210876,0.012987345457077026,0.011414135806262493
82,0.9963993430137634,0.9968189001083374,0.010757869109511375,0.011305397376418114
83,0.9961895942687988,0.9959625005722046,0.012498803436756134,0.014759193174540997
84,0.9959099292755127,0.9965334534645081,0.012420719489455223,0.013016216456890106
85,0.9960322976112366,0.9965334534645081,0.011926920153200626,0.013533949851989746
86,0.9960497617721558,0.9955954551696777,0.012114319019019604,0.015391889959573746
87,0.9966790080070496,0.9965742230415344,0.01083354651927948,0.012989905662834644
88,0.996609091758728,0.9959625005722046,0.011062471196055412,0.01739838533103466
89,0.9959274530410767,0.9969004988670349,0.01257211435586214,0.011573192663490772
90,0.996224582195282,0.9969412684440613,0.011381714604794979,0.01229031477123499
91,0.9961546659469604,0.9966965913772583,0.012202112935483456,0.01169182825833559
92,0.9965217113494873,0.9964926838874817,0.011360232718288898,0.013417473994195461
93,0.9965566396713257,0.9962479472160339,0.010845165699720383,0.014274725690484047
