epoch,acc,val_acc,loss,val_loss
1,0.7075083255767822,0.9513178467750549,1.055363655090332,0.16403651237487793
2,0.905315637588501,0.9640309810638428,0.31504392623901367,0.11778923124074936
3,0.9312292337417603,0.9665891528129578,0.2249278724193573,0.11266041547060013
4,0.9404983520507812,0.9708527326583862,0.1921505481004715,0.09883102774620056
5,0.9483388662338257,0.9788371920585632,0.1632017344236374,0.07408445328474045
6,0.9558139443397522,0.9739534854888916,0.14227363467216492,0.08306107670068741
7,0.9623255729675293,0.9723255634307861,0.12606896460056305,0.09965137392282486
8,0.9613953232765198,0.9712402820587158,0.12592071294784546,0.0965040847659111
9,0.9651162624359131,0.9658914804458618,0.112876296043396,0.1133648231625557
10,0.9679402112960815,0.9859690070152283,0.10249112546443939,0.0467626191675663
11,0.9712956547737122,0.9835658669471741,0.09326352924108505,0.055387042462825775
12,0.9729568362236023,0.9880620241165161,0.08909285068511963,0.04204094037413597
13,0.9725249409675598,0.9893023371696472,0.08949162811040878,0.03609248995780945
14,0.9760797619819641,0.9855038523674011,0.07646842300891876,0.051401592791080475
15,0.9768770933151245,0.9880620241165161,0.07519543170928955,0.04325108230113983
16,0.9766777157783508,0.9902325868606567,0.07445725798606873,0.0342361256480217
17,0.9770432114601135,0.9911627769470215,0.07228729873895645,0.0296414066106081
18,0.9804319143295288,0.9888371825218201,0.06066614016890526,0.04125786945223808
19,0.9790697693824768,0.9912403225898743,0.06912671774625778,0.03269170969724655
20,0.9822591543197632,0.989457368850708,0.06040187180042267,0.038789451122283936
21,0.9805980324745178,0.9887596964836121,0.062181439250707626,0.04094376042485237
22,0.9812624454498291,0.9879069924354553,0.058868635445833206,0.04603595659136772
23,0.983521580696106,0.9893023371696472,0.05399343743920326,0.037887196987867355
24,0.9830564856529236,0.9916279315948486,0.053316809237003326,0.03014337085187435
25,0.9833554625511169,0.9889922738075256,0.05365138128399849,0.038573842495679855
26,0.9838206171989441,0.9882946014404297,0.049610648304224014,0.04503666236996651
27,0.9851827025413513,0.9900774955749512,0.04779474064707756,0.03663002327084541
28,0.984684407711029,0.992790699005127,0.04713810980319977,0.02335362322628498
29,0.9857475161552429,0.9915503859519958,0.04603371396660805,0.029017750173807144
30,0.9858139753341675,0.9926356673240662,0.045170366764068604,0.0317406952381134
31,0.9877408742904663,0.9924030900001526,0.038310687988996506,0.029161378741264343
32,0.9874418377876282,0.9926356673240662,0.04013102501630783,0.02724522352218628
33,0.9868438243865967,0.9923256039619446,0.04189008101820946,0.02775908075273037
34,0.9881063103675842,0.9909302592277527,0.039484478533267975,0.03233788534998894
35,0.9880066514015198,0.9916279315948486,0.03942122310400009,0.02906462922692299
36,0.9871096611022949,0.992790699005127,0.0411764495074749,0.027874980121850967
37,0.9886378645896912,0.9923256039619446,0.036592524498701096,0.02830842323601246
38,0.9887707829475403,0.9903100728988647,0.036008287221193314,0.034691885113716125
39,0.9899003505706787,0.9909302592277527,0.03271173685789108,0.04028593376278877
40,0.989700973033905,0.9914728403091431,0.03488347679376602,0.03041067160665989
41,0.9888371825218201,0.9930232763290405,0.03679429739713669,0.026725800707936287
42,0.9886378645896912,0.9859690070152283,0.03680603578686714,0.05577565357089043
43,0.9891362190246582,0.9934883713722229,0.034084174782037735,0.02586296759545803
44,0.9899003505706787,0.9931783080101013,0.03267151117324829,0.025323590263724327
45,0.9901661276817322,0.9900774955749512,0.032498735934495926,0.03649803251028061
46,0.9909966588020325,0.992790699005127,0.02812608890235424,0.027072427794337273
47,0.9906644225120544,0.9923256039619446,0.029673723503947258,0.028397422283887863
48,0.9908638000488281,0.9918604493141174,0.030622929334640503,0.032618701457977295
49,0.9911295771598816,0.989457368850708,0.028244225308299065,0.041370101273059845
50,0.9901661276817322,0.9925581216812134,0.029696274548768997,0.02436297945678234
51,0.9909302592277527,0.9915503859519958,0.030274583026766777,0.028900112956762314
52,0.9909966588020325,0.9943410754203796,0.027180302888154984,0.021445386111736298
53,0.9926577806472778,0.9936434030532837,0.02451976016163826,0.026009054854512215
54,0.9907641410827637,0.9944186210632324,0.027710650116205215,0.022335132583975792
55,0.9913953542709351,0.9932557940483093,0.028601400554180145,0.024947384372353554
56,0.991594672203064,0.9921705722808838,0.02504163235425949,0.03067972883582115
57,0.9921926856040955,0.9933333396911621,0.0258315596729517,0.024499284103512764
58,0.991760790348053,0.9931007623672485,0.02570236660540104,0.02464960142970085
59,0.991428554058075,0.9921705722808838,0.028590453788638115,0.026677262037992477
60,0.9922923445701599,0.9941084980964661,0.024527203291654587,0.021884756162762642
61,0.9942857027053833,0.9939534664154053,0.017812034115195274,0.021854590624570847
62,0.9930564761161804,0.9920154809951782,0.02186785824596882,0.030468741431832314
63,0.9935548305511475,0.9940310120582581,0.020814666524529457,0.02532370202243328
64,0.9928238987922668,0.9931783080101013,0.02487483248114586,0.029125666245818138
65,0.9920598268508911,0.9925581216812134,0.025081634521484375,0.027525324374437332
66,0.9930896759033203,0.9910852909088135,0.022021552547812462,0.0337231382727623
67,0.9923256039619446,0.9892247915267944,0.023682545870542526,0.0480794757604599
68,0.9923920035362244,0.9936434030532837,0.023882649838924408,0.025001483038067818
69,0.9928238987922668,0.9941084980964661,0.02324672043323517,0.02328583039343357
70,0.9938538074493408,0.9949612617492676,0.022057870402932167,0.01913619227707386
71,0.9943521618843079,0.9943410754203796,0.018697598949074745,0.020112549886107445
72,0.9939534664154053,0.9943410754203796,0.019098171964287758,0.02112998068332672
73,0.993289053440094,0.9934108257293701,0.020073553547263145,0.025390276685357094
74,0.9933554530143738,0.9931783080101013,0.02064884640276432,0.028350410982966423
75,0.9935215711593628,0.9934108257293701,0.02000276744365692,0.02636517398059368
76,0.9940531849861145,0.9928682446479797,0.01924624852836132,0.025208931416273117
77,0.9942192435264587,0.9934883713722229,0.01967446133494377,0.025209825485944748
78,0.9945847392082214,0.9938759803771973,0.01640085130929947,0.02595512941479683
79,0.993621289730072,0.9941084980964661,0.019923537969589233,0.021682199090719223
80,0.9939202666282654,0.9934883713722229,0.01985275000333786,0.025796566158533096
81,0.9941860437393188,0.9936434030532837,0.01696784235537052,0.028766127303242683
